IP1,IP2,IP3,IP4,IP5,IP6,Average,Predikat
1.84,1.94,3.34,3.01,1.77,3.18,2.51,Memuaskan
3.97,3.99,2.49,1.09,2.73,3.01,2.88,Sangat Memuaskan
1.51,2.39,3.60,1.48,3.30,3.92,2.70,Memuaskan
1.79,2.53,1.01,2.14,3.20,1.86,2.09,Memuaskan
3.98,3.41,2.68,3.76,3.10,2.41,3.22,Sangat Memuaskan
3.62,2.39,1.97,2.10,1.77,2.35,2.37,Memuaskan
2.57,2.27,1.72,3.23,2.85,2.00,2.44,Memuaskan
2.26,3.54,3.04,2.01,2.40,1.11,2.39,Memuaskan
2.03,2.48,1.74,1.73,2.10,1.32,1.90,Tidak Lulus
2.96,3.91,3.87,3.99,2.98,1.58,3.22,Sangat Memuaskan
1.87,1.05,3.35,1.95,3.08,3.29,2.43,Memuaskan
1.44,2.30,1.53,3.28,1.70,2.64,2.15,Memuaskan
3.78,1.12,1.56,3.38,2.05,2.30,2.37,Memuaskan
1.24,1.06,1.46,3.78,1.95,2.40,1.98,Tidak Lulus
2.60,1.64,2.40,2.40,1.11,2.62,2.13,Memuaskan
1.76,3.38,2.59,1.99,2.70,2.45,2.48,Memuaskan
2.12,3.45,3.00,2.68,3.39,3.70,3.06,Sangat Memuaskan
3.00,1.46,1.36,1.73,3.04,1.34,1.99,Tidak Lulus
3.52,1.23,2.02,1.72,2.30,3.72,2.42,Memuaskan
1.61,2.86,3.60,1.08,1.09,3.84,2.35,Memuaskan
2.35,1.44,2.68,2.78,1.19,1.32,1.96,Tidak Lulus
3.17,1.74,3.07,2.84,3.08,1.35,2.54,Memuaskan
3.46,2.91,3.03,1.14,3.06,1.78,2.56,Memuaskan
3.92,1.09,3.69,1.84,1.32,3.52,2.56,Memuaskan
3.44,2.66,1.39,1.37,2.93,3.16,2.49,Memuaskan
3.92,3.42,2.64,2.64,3.97,1.24,2.97,Sangat Memuaskan
1.80,1.62,2.90,2.88,3.99,1.15,2.39,Memuaskan
3.71,2.16,1.80,2.05,3.64,2.83,2.70,Memuaskan
3.79,2.16,1.30,1.03,3.51,1.62,2.23,Memuaskan
2.69,2.56,1.89,3.05,3.51,2.33,2.67,Memuaskan
1.04,1.54,3.83,2.43,3.19,3.31,2.56,Memuaskan
2.08,3.70,1.89,2.30,3.26,1.73,2.49,Memuaskan
2.61,1.24,1.08,1.46,3.97,2.54,2.15,Memuaskan
1.86,3.46,1.75,2.81,1.48,3.82,2.53,Memuaskan
1.31,2.50,3.98,3.38,1.31,2.61,2.52,Memuaskan
3.99,2.79,3.56,2.96,1.96,1.34,2.77,Sangat Memuaskan
2.88,1.41,3.35,2.83,1.91,3.98,2.73,Memuaskan
3.04,3.00,3.39,1.00,1.29,2.81,2.42,Memuaskan
3.15,3.73,1.37,2.42,2.32,2.90,2.65,Memuaskan
3.79,2.64,2.85,3.11,1.34,2.43,2.69,Memuaskan
3.23,3.09,3.49,2.40,3.13,3.53,3.14,Sangat Memuaskan
1.89,3.09,1.22,2.21,1.79,2.59,2.13,Memuaskan
3.18,2.23,3.29,2.12,3.43,3.00,2.88,Sangat Memuaskan
1.00,2.64,2.63,2.90,2.50,1.77,2.24,Memuaskan
3.83,3.62,1.17,2.24,1.99,1.00,2.31,Memuaskan
3.97,3.37,3.80,2.05,3.88,1.01,3.01,Sangat Memuaskan
3.45,3.13,2.41,3.73,2.72,3.29,3.12,Sangat Memuaskan
3.00,2.87,2.86,2.99,3.44,1.44,2.77,Sangat Memuaskan
3.44,3.08,2.01,2.92,2.63,3.40,2.91,Sangat Memuaskan
3.54,3.02,2.73,1.43,3.84,2.69,2.87,Sangat Memuaskan
1.37,1.89,2.95,2.65,1.40,3.09,2.23,Memuaskan
1.07,3.99,2.36,2.07,3.49,1.65,2.44,Memuaskan
3.85,1.48,2.30,2.10,3.68,1.95,2.56,Memuaskan
3.64,3.56,2.33,2.42,2.85,3.94,3.12,Sangat Memuaskan
2.38,2.86,1.44,1.55,3.83,3.25,2.55,Memuaskan
3.12,3.11,3.57,3.29,1.82,3.95,3.14,Sangat Memuaskan
1.52,3.23,1.85,3.45,3.21,1.95,2.54,Memuaskan
3.32,3.31,2.35,2.19,3.28,2.18,2.77,Sangat Memuaskan
3.14,1.92,1.47,1.38,2.83,1.86,2.10,Memuaskan
3.18,2.03,2.98,3.92,2.82,3.08,3.00,Sangat Memuaskan
3.54,1.66,2.67,1.97,3.79,3.52,2.86,Sangat Memuaskan
2.97,1.78,2.75,3.48,2.29,2.44,2.62,Memuaskan
2.00,3.64,3.32,3.85,3.95,1.39,3.03,Sangat Memuaskan
2.82,3.49,1.08,1.35,2.91,1.17,2.14,Memuaskan
1.84,2.88,3.52,3.16,1.96,3.88,2.87,Sangat Memuaskan
2.63,1.71,3.97,1.64,2.27,3.14,2.56,Memuaskan
1.23,2.36,1.16,3.38,3.61,3.77,2.59,Memuaskan
3.79,1.06,1.15,3.63,2.57,1.91,2.36,Memuaskan
3.82,1.88,2.60,3.03,3.16,1.02,2.58,Memuaskan
3.01,2.34,1.32,1.74,2.48,3.55,2.41,Memuaskan
1.55,2.67,2.80,2.64,1.65,2.93,2.37,Memuaskan
3.17,1.60,3.88,2.36,1.76,1.00,2.30,Memuaskan
1.90,2.33,2.27,2.63,2.89,3.10,2.52,Memuaskan
2.89,2.56,3.01,1.18,3.10,3.09,2.64,Memuaskan
3.54,1.72,3.03,1.63,2.25,1.03,2.20,Memuaskan
1.92,2.21,1.22,2.62,3.41,2.31,2.28,Memuaskan
1.76,3.26,1.92,3.38,2.03,2.92,2.54,Memuaskan
3.15,2.43,1.77,1.30,1.56,3.75,2.33,Memuaskan
3.16,3.79,3.65,2.05,2.50,1.67,2.80,Sangat Memuaskan
1.29,2.62,2.12,3.87,3.59,2.60,2.68,Memuaskan
1.17,2.37,1.60,3.82,1.54,2.28,2.13,Memuaskan
2.25,1.09,1.60,3.25,3.76,2.71,2.44,Memuaskan
2.84,3.59,3.87,1.04,3.61,3.74,3.11,Sangat Memuaskan
3.54,2.31,2.55,3.07,2.27,1.92,2.61,Memuaskan
2.20,1.87,2.01,2.22,1.46,1.84,1.93,Tidak Lulus
1.39,2.83,1.31,3.25,1.81,3.31,2.32,Memuaskan
1.87,2.34,3.61,3.64,1.89,2.58,2.65,Memuaskan
1.48,2.95,2.33,3.61,1.07,3.30,2.46,Memuaskan
2.39,1.57,2.65,3.01,3.34,2.22,2.53,Memuaskan
1.19,1.96,2.80,1.26,2.49,2.79,2.08,Memuaskan
2.45,2.70,3.84,3.14,1.97,2.88,2.83,Sangat Memuaskan
2.93,1.95,3.28,2.48,1.02,1.09,2.12,Memuaskan
2.58,3.19,3.11,2.11,3.04,1.31,2.56,Memuaskan
3.39,2.92,2.12,2.36,2.69,3.53,2.84,Sangat Memuaskan
1.40,1.44,1.54,1.80,1.62,3.59,1.90,Tidak Lulus
2.84,1.90,3.45,1.40,3.45,2.19,2.54,Memuaskan
3.32,2.01,2.51,1.96,1.00,2.93,2.29,Memuaskan
3.51,2.08,3.85,3.61,1.95,2.73,2.96,Sangat Memuaskan
1.92,2.49,1.73,3.78,2.25,3.24,2.57,Memuaskan
1.11,3.84,3.49,1.93,3.49,2.06,2.65,Memuaskan
3.47,3.83,1.26,1.86,3.83,3.13,2.90,Sangat Memuaskan
2.42,2.00,3.28,1.56,3.38,2.98,2.60,Memuaskan
2.65,3.04,2.81,3.41,4.00,3.45,3.23,Sangat Memuaskan
1.43,2.03,3.18,2.60,3.46,1.52,2.37,Memuaskan
2.15,1.75,3.38,1.72,2.37,1.63,2.17,Memuaskan
2.12,3.63,1.15,3.99,2.55,1.85,2.55,Memuaskan
1.36,2.72,2.52,3.06,3.64,3.05,2.72,Memuaskan
3.24,3.08,1.85,1.52,2.03,1.12,2.14,Memuaskan
3.30,2.31,3.22,1.79,3.71,1.72,2.67,Memuaskan
1.80,1.57,2.37,1.99,3.23,3.30,2.38,Memuaskan
3.14,1.23,2.13,2.36,3.50,2.00,2.40,Memuaskan
1.54,3.52,2.75,1.84,2.63,1.88,2.36,Memuaskan
2.15,1.74,2.90,1.00,3.37,2.17,2.22,Memuaskan
1.14,2.24,1.39,1.42,1.32,2.15,1.61,Tidak Lulus
1.45,2.38,1.96,3.12,2.04,3.37,2.39,Memuaskan
3.25,1.03,2.82,2.17,1.01,2.91,2.20,Memuaskan
3.70,3.04,2.57,1.47,3.69,3.52,3.00,Sangat Memuaskan
1.67,2.50,2.09,3.70,2.78,1.92,2.44,Memuaskan
1.09,3.20,2.74,2.83,3.87,1.94,2.61,Memuaskan
3.09,1.72,3.86,3.41,2.10,3.51,2.95,Sangat Memuaskan
2.72,3.72,1.42,2.55,1.22,2.77,2.40,Memuaskan
3.16,1.91,3.00,3.83,2.83,1.68,2.74,Memuaskan
2.20,2.13,2.86,2.84,3.22,2.09,2.56,Memuaskan
2.12,3.07,2.46,2.17,2.05,1.88,2.29,Memuaskan
3.93,3.27,2.24,3.58,3.12,2.24,3.06,Sangat Memuaskan
3.36,1.33,1.66,1.73,3.73,1.35,2.19,Memuaskan
3.24,3.86,2.58,2.81,1.56,2.20,2.71,Memuaskan
2.91,2.14,3.22,3.83,1.64,2.26,2.67,Memuaskan
2.75,1.83,2.97,1.44,1.97,1.58,2.09,Memuaskan
3.34,1.15,2.20,1.46,3.72,1.40,2.21,Memuaskan
2.87,2.27,3.47,3.17,1.72,1.67,2.53,Memuaskan
3.69,1.35,1.46,2.59,2.88,1.32,2.21,Memuaskan
3.13,2.89,1.18,1.67,2.84,1.24,2.16,Memuaskan
2.48,1.86,2.18,1.38,3.45,1.33,2.11,Memuaskan
3.42,2.33,3.62,3.36,2.53,2.51,2.96,Sangat Memuaskan
1.27,2.90,1.77,2.34,3.61,2.33,2.37,Memuaskan
3.29,2.37,3.45,3.33,2.54,1.38,2.73,Memuaskan
2.30,3.01,3.66,1.12,3.27,2.35,2.62,Memuaskan
2.45,3.18,1.89,3.05,1.50,1.59,2.28,Memuaskan
3.15,3.35,3.64,2.09,1.34,2.73,2.72,Memuaskan
1.58,2.97,2.08,3.27,2.16,1.16,2.20,Memuaskan
1.01,2.55,2.30,2.58,3.51,2.68,2.44,Memuaskan
1.74,1.16,1.71,2.05,2.85,2.17,1.95,Tidak Lulus
1.91,2.22,3.74,3.88,1.49,2.79,2.67,Memuaskan
3.12,2.26,3.83,1.41,2.70,1.74,2.51,Memuaskan
2.15,2.22,2.83,3.14,3.87,2.67,2.81,Sangat Memuaskan
1.26,3.57,2.28,3.76,2.91,3.68,2.91,Sangat Memuaskan
1.01,1.38,3.81,2.29,3.49,2.26,2.37,Memuaskan
3.51,2.17,1.45,3.41,2.84,3.10,2.75,Memuaskan
2.57,3.86,3.03,3.89,2.34,2.67,3.06,Sangat Memuaskan
2.80,2.03,2.30,2.81,3.03,1.65,2.43,Memuaskan
1.97,1.82,3.10,2.60,2.14,1.04,2.11,Memuaskan
3.87,3.83,2.92,2.28,3.96,2.03,3.15,Sangat Memuaskan
3.64,1.31,1.67,2.83,2.20,2.78,2.40,Memuaskan
2.48,3.07,3.78,3.08,1.36,3.04,2.80,Sangat Memuaskan
2.13,1.49,1.76,1.02,3.32,1.57,1.88,Tidak Lulus
2.64,2.86,1.95,2.64,3.98,1.65,2.62,Memuaskan
2.11,2.44,1.60,2.46,3.21,3.68,2.58,Memuaskan
1.68,1.45,1.86,2.65,1.92,1.35,1.82,Tidak Lulus
3.04,2.79,2.82,1.45,2.31,2.70,2.52,Memuaskan
3.12,3.93,1.43,1.46,3.47,1.94,2.56,Memuaskan
2.91,2.93,1.53,3.19,3.78,1.47,2.63,Memuaskan
3.25,2.05,3.04,3.78,3.88,3.60,3.27,Sangat Memuaskan
3.19,3.27,1.43,1.60,1.71,2.63,2.31,Memuaskan
1.24,2.86,2.72,1.65,1.11,2.67,2.04,Memuaskan
2.35,3.24,1.27,3.92,3.21,3.15,2.86,Sangat Memuaskan
1.17,2.53,3.66,2.95,2.12,3.87,2.72,Memuaskan
1.68,2.22,3.24,2.58,1.07,3.05,2.31,Memuaskan
1.47,3.63,1.47,2.27,1.99,1.98,2.13,Memuaskan
1.38,3.56,3.11,3.76,2.75,3.78,3.05,Sangat Memuaskan
2.08,2.10,3.75,2.53,1.85,3.76,2.68,Memuaskan
2.55,1.12,3.18,1.63,1.09,2.11,1.95,Tidak Lulus
2.03,2.93,3.87,1.16,3.20,3.06,2.71,Memuaskan
3.02,2.19,1.30,2.35,2.19,1.29,2.06,Memuaskan
1.27,2.26,2.09,3.61,3.67,1.07,2.33,Memuaskan
1.11,2.30,3.70,1.13,1.56,1.82,1.93,Tidak Lulus
1.24,3.61,2.84,3.70,2.73,3.78,2.98,Sangat Memuaskan
2.46,2.63,1.10,2.66,2.19,3.63,2.44,Memuaskan
1.68,2.71,2.51,2.50,3.37,1.56,2.39,Memuaskan
2.03,3.36,1.99,2.46,2.48,3.18,2.58,Memuaskan
1.45,3.05,3.25,3.75,1.92,1.85,2.55,Memuaskan
1.93,2.54,1.00,1.96,1.72,3.03,2.03,Memuaskan
3.34,2.90,1.86,3.63,2.74,2.25,2.79,Sangat Memuaskan
3.25,3.25,2.00,2.72,1.68,2.21,2.52,Memuaskan
2.68,3.22,1.61,3.25,1.70,3.75,2.70,Memuaskan
1.19,1.10,3.74,2.37,3.74,3.57,2.62,Memuaskan
1.71,1.42,1.99,1.70,1.40,1.95,1.69,Tidak Lulus
3.35,2.52,3.51,3.00,2.33,3.11,2.97,Sangat Memuaskan
3.95,1.83,3.31,1.91,3.16,1.26,2.57,Memuaskan
2.38,2.03,1.39,1.83,2.83,2.12,2.10,Memuaskan
3.53,2.51,1.35,1.31,3.57,1.71,2.33,Memuaskan
1.18,1.65,2.84,3.20,3.78,1.01,2.28,Memuaskan
1.92,3.70,2.90,3.65,3.19,1.81,2.86,Sangat Memuaskan
3.59,3.33,3.77,3.00,2.67,1.82,3.03,Sangat Memuaskan
3.58,2.34,3.33,2.96,2.49,2.00,2.78,Sangat Memuaskan
2.86,3.11,2.72,3.94,1.68,3.47,2.96,Sangat Memuaskan
3.45,1.19,1.98,2.86,1.68,1.94,2.18,Memuaskan
3.14,2.64,2.16,2.70,2.35,1.27,2.38,Memuaskan
1.78,3.97,1.55,1.22,2.43,3.69,2.44,Memuaskan
3.80,1.81,2.88,3.68,2.92,1.60,2.78,Sangat Memuaskan
3.80,1.71,1.37,1.68,2.58,3.89,2.51,Memuaskan
3.76,3.57,3.23,2.95,3.56,1.09,3.03,Sangat Memuaskan
2.40,2.89,2.57,1.50,2.92,1.85,2.36,Memuaskan
3.70,1.42,1.64,3.00,3.12,1.37,2.37,Memuaskan
3.37,3.81,3.99,3.83,2.50,2.60,3.35,Sangat Memuaskan
1.07,3.92,3.38,3.12,3.51,3.68,3.11,Sangat Memuaskan
2.25,2.65,3.34,3.01,2.36,2.22,2.64,Memuaskan
1.54,2.50,2.64,2.28,3.15,1.65,2.29,Memuaskan
2.85,2.05,1.18,3.82,2.39,3.63,2.66,Memuaskan
1.03,3.22,1.09,2.73,2.48,1.84,2.07,Memuaskan
3.56,1.26,2.16,1.09,2.88,1.52,2.08,Memuaskan
2.88,1.63,1.93,2.21,3.30,2.09,2.34,Memuaskan
3.21,1.78,3.18,3.04,1.93,2.83,2.66,Memuaskan
1.16,2.19,2.68,3.66,1.92,2.52,2.36,Memuaskan
1.46,3.68,3.44,3.15,2.00,1.60,2.56,Memuaskan
1.99,2.69,1.86,1.43,2.25,1.39,1.94,Tidak Lulus
2.52,3.35,2.92,1.00,2.69,3.54,2.67,Memuaskan
2.52,2.29,1.13,3.12,1.57,2.12,2.12,Memuaskan
3.76,3.99,3.16,3.16,3.49,3.49,3.51,Sangat Memuaskan
1.91,3.88,2.84,1.31,3.39,2.71,2.67,Memuaskan
2.32,2.49,1.28,2.53,2.64,1.79,2.17,Memuaskan
2.74,1.40,3.67,2.92,1.86,2.44,2.50,Memuaskan
3.98,1.38,2.93,2.17,1.90,2.58,2.49,Memuaskan
1.52,1.01,3.69,3.88,2.31,3.89,2.72,Memuaskan
1.21,1.88,1.11,2.14,3.75,2.57,2.11,Memuaskan
1.23,2.89,1.26,3.79,2.06,2.60,2.31,Memuaskan
3.75,3.37,3.93,2.81,2.84,1.38,3.01,Sangat Memuaskan
2.35,3.85,1.96,3.99,3.64,2.08,2.98,Sangat Memuaskan
2.92,2.42,2.39,2.09,3.65,2.08,2.59,Memuaskan
1.38,2.41,1.86,3.55,1.36,3.16,2.29,Memuaskan
1.40,1.51,3.67,1.53,1.29,1.76,1.86,Tidak Lulus
3.35,2.41,2.06,3.30,3.10,1.62,2.64,Memuaskan
2.31,3.46,2.37,1.46,2.33,1.92,2.31,Memuaskan
1.41,3.84,3.66,3.84,1.98,3.03,2.96,Sangat Memuaskan
2.29,2.67,3.94,1.26,2.35,3.01,2.59,Memuaskan
3.35,3.68,2.40,3.62,2.49,3.00,3.09,Sangat Memuaskan
1.82,1.58,1.63,1.68,3.74,2.63,2.18,Memuaskan
3.46,2.06,1.24,2.24,1.31,3.15,2.24,Memuaskan
2.66,3.01,3.93,2.05,2.70,2.05,2.73,Memuaskan
2.10,2.25,3.41,2.15,2.92,1.43,2.38,Memuaskan
3.19,1.60,1.96,3.81,3.30,2.75,2.77,Sangat Memuaskan
1.05,2.24,3.39,2.75,3.79,1.55,2.46,Memuaskan
3.59,2.41,2.91,2.33,1.78,3.89,2.82,Sangat Memuaskan
2.55,3.77,1.44,2.22,2.90,3.92,2.80,Sangat Memuaskan
3.55,1.46,1.68,3.17,3.09,2.78,2.62,Memuaskan
1.04,3.32,3.22,1.72,1.57,3.99,2.48,Memuaskan
2.30,1.65,2.10,2.74,3.49,1.32,2.27,Memuaskan
2.21,2.60,1.78,1.35,1.18,3.07,2.03,Memuaskan
3.65,3.51,3.88,2.47,1.09,3.23,2.97,Sangat Memuaskan
2.05,2.86,2.02,1.04,1.34,3.10,2.07,Memuaskan
2.30,2.81,1.75,1.07,2.54,3.28,2.29,Memuaskan
2.48,2.36,1.58,2.82,1.44,2.30,2.16,Memuaskan
3.41,2.67,1.68,3.55,3.52,1.19,2.67,Memuaskan
3.68,1.67,3.99,3.49,2.46,3.63,3.15,Sangat Memuaskan
2.58,1.42,2.58,1.63,2.68,2.97,2.31,Memuaskan
1.30,1.40,1.06,3.63,2.12,1.00,1.75,Tidak Lulus
1.07,2.05,1.61,2.49,3.98,2.62,2.30,Memuaskan
2.08,1.09,1.94,3.00,3.12,1.41,2.11,Memuaskan
2.55,1.38,1.00,2.13,3.46,1.85,2.06,Memuaskan
1.37,3.28,2.89,3.77,2.37,1.24,2.48,Memuaskan
2.62,3.19,1.28,2.97,1.18,2.83,2.35,Memuaskan
3.18,3.28,1.81,2.46,2.47,1.25,2.41,Memuaskan
3.26,3.13,1.27,3.30,1.73,2.17,2.48,Memuaskan
2.07,2.00,3.90,3.85,1.41,3.24,2.74,Memuaskan
1.73,3.25,2.41,3.47,2.49,1.05,2.40,Memuaskan
3.87,2.04,1.10,1.39,1.96,2.43,2.13,Memuaskan
3.41,1.90,2.82,3.86,3.57,3.67,3.21,Sangat Memuaskan
1.18,1.72,3.11,3.40,3.47,1.90,2.46,Memuaskan
1.35,1.74,2.21,3.80,2.29,1.58,2.16,Memuaskan
2.93,1.06,1.19,1.11,3.65,3.98,2.32,Memuaskan
1.61,1.16,2.67,3.14,3.28,2.37,2.37,Memuaskan
3.77,1.39,1.99,3.78,1.49,3.17,2.60,Memuaskan
3.01,3.65,3.96,1.51,3.72,2.43,3.05,Sangat Memuaskan
2.56,1.85,3.62,2.96,1.69,1.09,2.30,Memuaskan
1.74,3.93,3.67,1.61,3.41,2.59,2.82,Sangat Memuaskan
1.47,2.91,3.87,1.59,3.92,1.80,2.59,Memuaskan
2.70,1.95,3.55,2.59,1.92,2.42,2.52,Memuaskan
2.79,3.85,1.92,1.27,1.68,1.42,2.15,Memuaskan
1.83,2.93,3.75,2.37,3.22,1.23,2.56,Memuaskan
2.16,2.52,1.44,3.17,1.20,2.53,2.17,Memuaskan
2.76,2.82,3.00,3.19,1.05,3.31,2.69,Memuaskan
3.86,3.59,2.76,3.54,3.14,1.08,3.00,Sangat Memuaskan
1.04,3.65,1.31,3.82,2.30,3.76,2.65,Memuaskan
2.93,2.80,1.21,3.87,1.71,1.10,2.27,Memuaskan
1.57,1.41,1.98,1.35,2.20,3.63,2.02,Memuaskan
1.39,3.27,1.46,2.27,2.86,2.88,2.35,Memuaskan
2.67,1.23,2.61,2.53,2.33,2.14,2.25,Memuaskan
3.60,2.48,3.49,2.08,3.94,3.56,3.19,Sangat Memuaskan
1.39,1.22,1.77,2.18,2.62,1.31,1.75,Tidak Lulus
2.94,3.19,3.59,1.73,3.98,2.37,2.97,Sangat Memuaskan
3.55,2.13,2.28,1.98,1.13,1.26,2.06,Memuaskan
1.85,1.97,3.94,3.59,3.15,3.61,3.02,Sangat Memuaskan
1.65,3.35,1.60,3.83,2.17,2.16,2.46,Memuaskan
2.49,3.41,3.73,1.09,2.28,2.84,2.64,Memuaskan
1.56,2.32,2.32,2.54,3.42,1.14,2.22,Memuaskan
3.46,1.16,1.46,3.80,1.78,2.66,2.39,Memuaskan
3.26,3.73,2.67,2.44,3.10,2.33,2.92,Sangat Memuaskan
3.08,1.21,3.84,3.08,3.13,1.40,2.63,Memuaskan
1.43,1.75,2.02,3.16,3.69,1.51,2.26,Memuaskan
3.37,3.19,1.17,2.93,2.66,3.66,2.83,Sangat Memuaskan
2.79,1.18,3.99,1.28,2.70,1.15,2.18,Memuaskan
1.06,2.54,1.41,2.51,2.17,3.27,2.16,Memuaskan
1.65,1.35,4.00,3.92,2.44,3.10,2.74,Memuaskan
3.80,1.03,2.29,1.44,2.98,1.51,2.17,Memuaskan
3.02,1.34,1.30,1.81,1.69,2.19,1.89,Tidak Lulus
2.97,3.93,3.05,3.93,1.59,1.14,2.77,Sangat Memuaskan
3.89,2.96,2.18,1.38,2.17,1.33,2.32,Memuaskan
3.41,1.68,2.93,1.45,2.65,2.18,2.38,Memuaskan
3.13,2.81,3.66,1.92,1.44,3.68,2.78,Sangat Memuaskan
1.39,3.61,1.62,3.50,3.37,3.03,2.75,Memuaskan
2.11,3.47,2.18,2.25,3.63,1.24,2.48,Memuaskan
2.77,1.52,2.73,1.96,2.40,1.24,2.10,Memuaskan
2.92,1.07,1.39,1.17,1.60,3.51,1.94,Tidak Lulus
2.25,1.77,3.21,3.29,1.22,3.87,2.60,Memuaskan
3.16,1.24,2.88,1.61,1.82,3.29,2.33,Memuaskan
3.51,1.98,3.24,3.86,1.30,3.72,2.94,Sangat Memuaskan
1.08,1.39,3.84,3.53,3.78,1.63,2.54,Memuaskan
3.13,2.84,2.30,1.47,1.13,1.23,2.02,Memuaskan
2.46,1.71,2.85,1.69,1.80,2.33,2.14,Memuaskan
1.71,1.03,1.13,3.85,2.32,3.14,2.20,Memuaskan
3.75,1.93,3.14,2.38,3.96,1.40,2.76,Sangat Memuaskan
2.06,1.55,1.85,3.50,2.62,2.31,2.31,Memuaskan
2.54,1.35,1.08,1.07,3.58,1.95,1.93,Tidak Lulus
2.62,1.41,3.25,1.76,1.05,3.13,2.20,Memuaskan
1.57,1.13,3.28,1.11,2.28,3.33,2.12,Memuaskan
2.48,1.95,3.14,3.95,3.01,3.86,3.06,Sangat Memuaskan
1.81,2.39,3.74,3.78,2.63,1.10,2.58,Memuaskan
2.39,1.22,3.61,1.20,2.99,2.06,2.25,Memuaskan
1.56,1.53,3.44,1.40,3.19,1.90,2.17,Memuaskan
2.12,1.35,1.37,3.98,1.55,2.32,2.12,Memuaskan
1.43,1.95,3.44,3.94,3.46,2.99,2.87,Sangat Memuaskan
3.14,3.15,3.40,2.35,2.58,3.15,2.96,Sangat Memuaskan
1.97,2.29,1.34,2.08,2.85,1.11,1.94,Tidak Lulus
2.08,2.87,2.17,2.38,1.08,3.41,2.33,Memuaskan
3.36,1.97,2.43,1.79,2.44,1.47,2.24,Memuaskan
1.53,2.72,2.31,1.65,1.00,3.32,2.09,Memuaskan
3.67,1.79,1.80,2.23,1.03,1.53,2.01,Memuaskan
1.68,2.65,3.11,3.68,2.39,1.91,2.57,Memuaskan
1.10,1.25,3.20,1.21,1.94,1.12,1.64,Tidak Lulus
1.32,3.51,2.23,1.72,3.83,3.61,2.70,Memuaskan
3.36,1.69,3.79,3.85,1.21,1.61,2.58,Memuaskan
2.34,3.24,3.35,3.37,1.64,2.66,2.77,Sangat Memuaskan
3.04,3.79,2.55,1.21,1.48,3.61,2.61,Memuaskan
1.12,1.68,3.85,2.92,2.07,2.73,2.39,Memuaskan
3.56,1.71,2.20,2.33,1.02,1.33,2.03,Memuaskan
3.13,2.05,2.80,2.96,3.26,1.24,2.57,Memuaskan
2.76,1.23,2.15,3.99,2.48,2.20,2.47,Memuaskan
3.47,3.51,1.41,3.85,3.87,2.59,3.12,Sangat Memuaskan
2.01,1.18,3.56,1.36,2.92,3.28,2.38,Memuaskan
1.80,3.61,3.91,1.50,1.62,2.53,2.49,Memuaskan
3.75,2.60,1.76,1.03,1.17,2.66,2.16,Memuaskan
1.01,2.41,2.80,1.07,2.79,3.36,2.24,Memuaskan
1.45,2.98,2.43,2.57,2.84,3.24,2.58,Memuaskan
3.81,2.84,1.83,3.02,3.70,1.58,2.79,Sangat Memuaskan
1.71,3.98,2.21,2.59,1.26,2.03,2.29,Memuaskan
2.34,1.06,3.53,2.33,1.11,2.25,2.10,Memuaskan
3.08,1.97,2.61,2.37,3.92,1.71,2.61,Memuaskan
2.52,1.38,2.82,1.71,2.40,1.75,2.10,Memuaskan
1.94,2.05,2.92,1.15,1.66,2.04,1.96,Tidak Lulus
3.21,1.04,2.53,3.97,2.35,2.66,2.63,Memuaskan
2.39,2.91,3.51,1.58,1.37,1.97,2.29,Memuaskan
2.49,1.41,2.15,2.28,3.04,3.23,2.43,Memuaskan
2.14,1.62,3.71,1.15,1.39,3.66,2.28,Memuaskan
1.49,1.22,2.40,1.89,3.41,2.16,2.09,Memuaskan
3.71,2.00,1.77,2.87,2.26,1.26,2.31,Memuaskan
3.74,3.06,2.60,2.57,3.89,3.09,3.16,Sangat Memuaskan
3.27,1.51,2.39,3.98,2.69,1.82,2.61,Memuaskan
1.79,2.53,3.75,2.46,1.71,1.70,2.32,Memuaskan
2.68,1.76,3.11,3.88,3.17,1.97,2.76,Sangat Memuaskan
3.21,2.92,2.87,3.76,3.03,2.73,3.09,Sangat Memuaskan
1.68,1.67,1.21,2.60,1.96,2.37,1.92,Tidak Lulus
2.64,2.14,2.93,3.72,1.23,2.42,2.51,Memuaskan
2.49,1.68,1.33,2.44,3.53,2.43,2.32,Memuaskan
1.59,3.80,3.75,2.99,4.00,2.30,3.07,Sangat Memuaskan
2.22,1.78,3.04,1.01,1.82,1.03,1.82,Tidak Lulus
1.73,1.59,1.35,2.71,1.78,2.39,1.93,Tidak Lulus
1.20,1.04,3.10,2.02,1.48,3.18,2.00,Memuaskan
1.47,1.28,2.37,2.45,1.06,1.47,1.68,Tidak Lulus
1.05,1.58,1.30,1.59,3.10,1.13,1.62,Tidak Lulus
2.68,2.25,2.89,2.04,1.50,3.42,2.46,Memuaskan
2.02,3.45,2.35,1.68,3.95,2.09,2.59,Memuaskan
3.85,3.83,2.50,1.16,1.86,3.10,2.72,Memuaskan
3.25,2.80,2.82,1.06,2.73,1.86,2.42,Memuaskan
2.40,3.51,2.23,2.35,2.95,3.92,2.89,Sangat Memuaskan
2.36,1.85,1.24,3.77,3.37,2.28,2.48,Memuaskan
2.40,1.47,3.97,2.14,2.45,1.92,2.39,Memuaskan
1.75,1.35,2.12,1.70,3.33,2.33,2.10,Memuaskan
